,ID_DATA,END_DEVICE_NAME,DTYPE,VALUE,DATE_CREATED
217,246,PAI,Condutividade,22.96,2023-11-14 21:13:45
218,247,PAI,Turbidez,6.47,2023-11-14 21:37:19
219,248,PAI,PH,112.37,2023-11-14 21:37:26
220,249,PAI,Temperatura,50.0,2023-11-14 21:37:33
221,250,PAI,TDS,224.75,2023-11-14 21:37:40
222,251,PAI,Condutividade,23.05,2023-11-14 21:37:47
223,252,PAI,Turbidez,6.47,2023-11-14 21:38:00
224,253,PAI,PH,111.91,2023-11-14 21:38:07
225,254,PAI,Temperatura,50.0,2023-11-14 21:46:57
226,255,PAI,TDS,223.82,2023-11-14 21:47:04
227,256,PAI,Condutividade,23.12,2023-11-14 21:47:11
228,257,PAI,Turbidez,6.49,2023-11-14 21:47:24
229,258,PAI,PH,112.17,2023-11-14 21:47:31
230,259,PAI,Temperatura,50.0,2023-11-14 21:47:38
231,260,PAI,TDS,224.34,2023-11-14 21:47:47
232,261,PAI,Condutividade,23.14,2023-11-14 21:48:01
233,262,PAI,Turbidez,6.5,2023-11-14 21:48:15
234,263,PAI,Turbidez,6.51,2023-11-14 21:48:26
235,264,PAI,PH,112.17,2023-11-14 21:48:34
236,265,PAI,Temperatura,50.0,2023-11-14 21:48:41
237,266,PAI,TDS,224.34,2023-11-14 21:48:52
238,267,PAI,Condutividade,23.14,2023-11-14 21:48:59
239,268,PAI,Turbidez,6.56,2023-11-14 21:49:12
240,269,PAI,PH,112.53,2023-11-14 21:49:19
241,270,PAI,Temperatura,50.0,2023-11-14 21:49:26
242,271,PAI,TDS,225.06,2023-11-14 21:49:33
243,272,PAI,Condutividade,22.99,2023-11-14 21:49:40
244,273,PAI,Turbidez,6.62,2023-11-14 21:50:00
245,274,PAI,PH,111.84,2023-11-14 21:50:15
246,275,PAI,Temperatura,50.0,2023-11-14 21:50:22
247,276,PAI,TDS,223.69,2023-11-14 21:50:35
248,277,PAI,Condutividade,22.88,2023-11-14 21:50:51
249,278,PAI,Turbidez,7.36,2023-11-14 21:51:00
250,279,PAI,PH,105.27,2023-11-14 21:51:08
251,280,PAI,Temperatura,50.0,2023-11-14 21:51:15
252,281,PAI,TDS,210.54,2023-11-14 21:51:22
253,282,PAI,Condutividade,22.85,2023-11-14 21:51:29
254,283,PAI,Turbidez,7.4,2023-11-14 21:52:24
255,284,PAI,PH,104.73,2023-11-14 21:52:31
256,285,PAI,Temperatura,50.0,2023-11-14 21:52:38
257,286,PAI,TDS,209.46,2023-11-14 21:52:45
258,287,PAI,Condutividade,22.61,2023-11-14 21:52:52
259,288,PAI,Turbidez,6.09,2023-11-14 21:53:05
260,289,PAI,PH,102.69,2023-11-14 21:53:13
261,290,PAI,Temperatura,0.5,2023-11-14 21:53:21
262,291,PAI,TDS,205.39,2023-11-14 21:53:28
263,292,PAI,Condutividade,23.6,2023-11-14 21:53:35
264,293,PAI,Turbidez,5.86,2023-11-14 21:53:46
265,294,PAI,PH,103.28,2023-11-14 21:53:54
266,295,PAI,Temperatura,0.5,2023-11-14 21:54:01
267,296,PAI,TDS,206.57,2023-11-14 21:54:08
268,297,PAI,Condutividade,23.47,2023-11-14 21:54:15
269,298,PAI,Turbidez,5.97,2023-11-14 21:54:28
270,299,PAI,PH,104.05,2023-11-14 21:54:34
271,300,PAI,Temperatura,0.5,2023-11-14 21:54:42
272,301,PAI,TDS,208.11,2023-11-14 21:54:49
273,302,PAI,Condutividade,23.41,2023-11-14 21:54:56
274,303,PAI,Turbidez,5.97,2023-11-14 21:55:09
275,304,PAI,PH,105.45,2023-11-14 21:55:16
276,305,PAI,Temperatura,0.5,2023-11-14 21:55:23
277,306,PAI,TDS,210.91,2023-11-14 21:55:30
278,307,PAI,Condutividade,23.34,2023-11-14 21:55:36
279,308,PAI,Turbidez,5.88,2023-11-14 21:55:50
280,309,PAI,PH,104.24,2023-11-14 21:55:57
281,310,PAI,Temperatura,0.5,2023-11-14 21:56:05
282,311,PAI,TDS,208.47,2023-11-14 21:56:12
283,312,PAI,Condutividade,23.76,2023-11-14 21:56:18
284,313,PAI,Turbidez,5.84,2023-11-14 21:56:31
285,314,PAI,PH,104.24,2023-11-14 21:56:38
286,315,PAI,Temperatura,0.5,2023-11-14 21:56:45
287,316,PAI,TDS,208.47,2023-11-14 21:56:52
288,317,PAI,Condutividade,23.76,2023-11-14 21:57:00
289,318,PAI,Turbidez,5.92,2023-11-14 21:57:12
290,319,PAI,PH,103.43,2023-11-14 21:57:19
291,320,PAI,Temperatura,0.5,2023-11-14 21:57:26
292,321,PAI,TDS,206.85,2023-11-14 21:57:33
293,322,PAI,Condutividade,23.85,2023-11-14 21:57:40
294,323,PAI,Turbidez,5.93,2023-11-14 21:57:53
295,324,PAI,PH,104.45,2023-11-14 21:58:01
296,325,PAI,Temperatura,0.5,2023-11-14 21:58:08
297,326,PAI,TDS,208.91,2023-11-14 21:58:15
298,327,PAI,Condutividade,23.8,2023-11-14 21:58:22
299,328,PAI,Turbidez,5.91,2023-11-14 21:58:34
300,329,PAI,PH,106.68,2023-11-14 21:58:41
301,330,PAI,Temperatura,0.5,2023-11-14 21:58:49
302,331,PAI,TDS,213.37,2023-11-14 21:58:55
303,332,PAI,Condutividade,22.86,2023-11-14 21:59:02
304,333,PAI,Turbidez,6.04,2023-11-14 21:59:16
305,334,PAI,PH,102.89,2023-11-14 21:59:22
306,335,PAI,Temperatura,0.5,2023-11-14 21:59:30
307,336,PAI,TDS,205.78,2023-11-14 21:59:37
308,337,PAI,Condutividade,24.56,2023-11-14 21:59:44
309,338,PAI,Turbidez,5.96,2023-11-14 21:59:57
310,339,PAI,PH,103.02,2023-11-14 22:00:04
311,340,PAI,Temperatura,0.5,2023-11-14 22:00:11
312,341,PAI,TDS,206.05,2023-11-14 22:00:18
313,342,PAI,Condutividade,23.89,2023-11-14 22:00:25
314,343,PAI,Turbidez,6.06,2023-11-14 22:00:38
315,344,PAI,PH,103.81,2023-11-14 22:00:45
316,345,PAI,Temperatura,0.5,2023-11-14 22:00:52
317,346,PAI,TDS,207.63,2023-11-14 22:01:00
318,347,PAI,Condutividade,23.96,2023-11-14 22:01:07
319,348,PAI,Turbidez,6.05,2023-11-14 22:01:19
320,349,PAI,PH,104.08,2023-11-14 22:01:26
321,350,PAI,Temperatura,0.5,2023-11-14 22:01:33
322,351,PAI,TDS,208.15,2023-11-14 22:01:40
323,352,PAI,Condutividade,23.98,2023-11-14 22:01:47
324,353,PAI,Turbidez,6.13,2023-11-14 22:02:00
325,354,PAI,PH,101.89,2023-11-14 22:02:07
326,355,PAI,Temperatura,0.5,2023-11-14 22:02:14
327,356,PAI,TDS,203.78,2023-11-14 22:02:21
328,357,PAI,Condutividade,24.76,2023-11-14 22:02:28
329,358,PAI,Turbidez,6.08,2023-11-14 22:02:41
330,359,PAI,PH,103.35,2023-11-14 22:02:48
331,360,PAI,Temperatura,0.5,2023-11-14 22:02:55
332,361,PAI,TDS,206.69,2023-11-14 22:03:02
333,362,PAI,Condutividade,24.18,2023-11-14 22:03:09
334,363,PAI,Turbidez,6.06,2023-11-14 22:03:22
335,364,PAI,PH,104.08,2023-11-14 22:03:29
336,365,PAI,Temperatura,0.5,2023-11-14 22:03:36
337,366,PAI,TDS,208.15,2023-11-14 22:03:43
338,367,PAI,Condutividade,23.98,2023-11-14 22:03:50
339,368,PAI,Turbidez,6.12,2023-11-14 22:04:04
340,369,PAI,PH,102.14,2023-11-14 22:04:11
341,370,PAI,Temperatura,0.5,2023-11-14 22:04:18
342,371,PAI,TDS,204.27,2023-11-14 22:04:25
343,372,PAI,Condutividade,24.94,2023-11-14 22:04:32
344,373,PAI,Turbidez,6.11,2023-11-14 22:04:45
345,374,PAI,PH,103.84,2023-11-14 22:04:52
346,375,PAI,Temperatura,0.5,2023-11-14 22:04:59
347,376,PAI,TDS,207.68,2023-11-14 22:05:06
348,377,PAI,Condutividade,24.09,2023-11-14 22:05:13
349,378,PAI,Turbidez,6.2,2023-11-14 22:05:26
350,379,PAI,PH,102.98,2023-11-14 22:05:33
351,380,PAI,Temperatura,0.5,2023-11-14 22:05:40
352,381,PAI,TDS,205.95,2023-11-14 22:05:47
353,382,PAI,Condutividade,24.36,2023-11-14 22:05:54
354,383,PAI,Turbidez,6.11,2023-11-14 22:06:07
355,384,PAI,PH,101.94,2023-11-14 22:06:14
356,385,PAI,Temperatura,0.5,2023-11-14 22:06:21
357,386,PAI,TDS,203.89,2023-11-14 22:06:28
358,387,PAI,Condutividade,24.87,2023-11-14 22:06:35
359,388,PAI,Turbidez,6.2,2023-11-14 22:06:48
360,389,PAI,PH,103.7,2023-11-14 22:06:55
361,390,PAI,Temperatura,0.5,2023-11-14 22:07:02
362,391,PAI,TDS,207.4,2023-11-14 22:07:09
363,392,PAI,Condutividade,24.16,2023-11-14 22:07:16
364,393,PAI,Turbidez,6.16,2023-11-14 22:07:29
365,394,PAI,PH,103.6,2023-11-14 22:07:37
366,395,PAI,Temperatura,0.5,2023-11-14 22:07:44
367,396,PAI,TDS,207.21,2023-11-14 22:07:51
368,397,PAI,Condutividade,24.2,2023-11-14 22:07:58
369,398,PAI,Turbidez,6.2,2023-11-14 22:08:10
370,399,PAI,PH,102.98,2023-11-14 22:08:18
371,400,PAI,Temperatura,0.5,2023-11-14 22:08:25
372,401,PAI,TDS,205.95,2023-11-14 22:08:32
373,402,PAI,Condutividade,24.36,2023-11-14 22:08:39
374,403,PAI,Turbidez,6.22,2023-11-14 22:08:52
375,404,PAI,PH,103.75,2023-11-14 22:08:59
376,405,PAI,Temperatura,0.5,2023-11-14 22:09:06
377,406,PAI,TDS,207.49,2023-11-14 22:09:14
378,407,PAI,Condutividade,24.13,2023-11-14 22:09:21
379,408,PAI,Turbidez,6.23,2023-11-14 22:09:33
380,409,PAI,PH,103.79,2023-11-14 22:09:40
381,410,PAI,Temperatura,0.5,2023-11-14 22:09:47
382,411,PAI,TDS,207.59,2023-11-14 22:09:54
383,412,PAI,Condutividade,24.11,2023-11-14 22:10:01
384,413,PAI,Turbidez,6.21,2023-11-14 22:10:14
385,414,PAI,PH,102.13,2023-11-14 22:10:21
386,415,PAI,Temperatura,0.5,2023-11-14 22:10:28
387,416,PAI,TDS,204.25,2023-11-14 22:10:35
388,417,PAI,Condutividade,24.78,2023-11-14 22:10:42
389,418,PAI,Turbidez,6.21,2023-11-14 22:10:55
390,419,PAI,PH,103.9,2023-11-14 22:11:02
391,420,PAI,Temperatura,0.5,2023-11-14 22:11:10
392,421,PAI,TDS,207.8,2023-11-14 22:11:17
393,422,PAI,Condutividade,24.07,2023-11-14 22:11:23
394,423,PAI,Turbidez,6.25,2023-11-14 22:11:36
395,424,PAI,PH,103.15,2023-11-14 22:11:43
396,425,PAI,Temperatura,0.5,2023-11-14 22:11:50
397,426,PAI,TDS,206.29,2023-11-14 22:11:58
398,427,PAI,Condutividade,24.42,2023-11-14 22:12:04
399,428,PAI,Turbidez,6.21,2023-11-14 22:12:17
400,429,PAI,PH,102.34,2023-11-14 22:12:24
401,430,PAI,PH,6.27,2023-11-14 22:12:59
402,431,PAI,TDS,102.83,2023-11-14 22:13:06
403,432,PAI,Turbidez,0.5,2023-11-14 22:13:13
404,433,PAI,Condutividade,205.67,2023-11-14 22:13:20
405,434,PAI,PH,6.22,2023-11-14 22:13:50
406,435,PAI,TDS,103.05,2023-11-14 22:13:57
407,436,PAI,Turbidez,0.5,2023-11-14 22:14:04
408,437,PAI,Condutividade,206.1,2023-11-14 22:14:11
409,438,PAI,Temperatura,24.47,2023-11-14 22:14:18
410,439,PAI,PH,6.25,2023-11-14 22:14:31
411,440,PAI,TDS,103.23,2023-11-14 22:14:38
412,441,PAI,Turbidez,0.5,2023-11-14 22:14:45
413,442,PAI,Condutividade,206.47,2023-11-14 22:14:52
414,443,PAI,Temperatura,24.38,2023-11-14 22:14:59
415,444,PAI,PH,6.27,2023-11-14 22:15:12
416,445,PAI,TDS,102.96,2023-11-14 22:15:19
417,446,PAI,Turbidez,0.5,2023-11-14 22:15:26
418,447,PAI,Condutividade,205.92,2023-11-14 22:15:33
419,448,PAI,Temperatura,24.51,2023-11-14 22:15:40
420,449,PAI,PH,6.3,2023-11-14 22:15:53
421,450,PAI,TDS,102.82,2023-11-14 22:16:01
422,451,PAI,Turbidez,0.5,2023-11-14 22:16:08
423,452,PAI,Condutividade,205.64,2023-11-14 22:16:15
424,453,PAI,Temperatura,24.58,2023-11-14 22:16:22
425,454,PAI,PH,6.27,2023-11-14 22:16:34
426,455,PAI,TDS,103.0,2023-11-14 22:16:41
427,456,PAI,Turbidez,0.5,2023-11-14 22:16:48
428,457,PAI,Condutividade,206.01,2023-11-14 22:16:55
429,458,PAI,Temperatura,24.49,2023-11-14 22:17:02
430,459,PAI,PH,6.3,2023-11-14 22:17:15
431,460,PAI,TDS,103.19,2023-11-14 22:17:22
432,461,PAI,Turbidez,0.5,2023-11-14 22:17:29
433,462,PAI,Condutividade,206.38,2023-11-14 22:17:36
434,463,PAI,Temperatura,24.4,2023-11-14 22:17:43
435,464,PAI,PH,6.28,2023-11-14 22:17:57
436,465,PAI,TDS,102.91,2023-11-14 22:18:04
437,466,PAI,Turbidez,0.5,2023-11-14 22:18:10
438,467,PAI,Condutividade,205.82,2023-11-14 22:18:17
439,468,PAI,Temperatura,24.53,2023-11-14 22:18:24
440,469,PAI,PH,6.3,2023-11-14 22:18:38
441,470,PAI,TDS,102.91,2023-11-14 22:18:45
442,471,PAI,Turbidez,0.5,2023-11-14 22:18:52
443,472,PAI,Condutividade,205.82,2023-11-14 22:18:59
444,473,PAI,Temperatura,24.53,2023-11-14 22:19:06
445,474,PAI,PH,6.27,2023-11-14 22:19:19
446,475,PAI,TDS,102.68,2023-11-14 22:19:26
447,476,PAI,Turbidez,0.5,2023-11-14 22:19:33
448,477,PAI,Condutividade,205.36,2023-11-14 22:19:40
449,478,PAI,Temperatura,24.64,2023-11-14 22:19:47
450,479,PAI,PH,6.35,2023-11-14 22:20:00
451,480,PAI,TDS,102.82,2023-11-14 22:20:07
452,481,PAI,Turbidez,0.5,2023-11-14 22:20:14
453,482,PAI,Condutividade,205.64,2023-11-14 22:20:21
454,483,PAI,Temperatura,24.58,2023-11-14 22:20:28
455,484,PAI,PH,6.29,2023-11-14 22:20:41
456,485,PAI,TDS,103.1,2023-11-14 22:20:48
457,486,PAI,Turbidez,0.5,2023-11-14 22:20:55
458,487,PAI,Condutividade,206.2,2023-11-14 22:21:02
459,488,PAI,Temperatura,24.45,2023-11-14 22:21:09
460,489,PAI,PH,6.35,2023-11-14 22:21:22
461,490,PAI,TDS,102.23,2023-11-14 22:21:29
462,491,PAI,Turbidez,0.5,2023-11-14 22:21:36
463,492,PAI,Condutividade,204.46,2023-11-14 22:21:43
